1001,53,0
2002,53,0
3003,53,0
4004,53,0
5005,53,0
6006,53,1
7007,53,1
8008,53,1
9009,53,1
10010,53,1
11011,53,1
12012,53,1
13014,53,1
14015,53,1
15016,53,1
16017,53,1
17018,53,1
18019,53,1
19020,53,1
20021,53,1
21022,53,0
22023,53,0
23024,53,0
24025,53,0
25026,53,0
26027,53,1
27028,53,1
28029,53,1
29030,54,1
30031,54,1
31032,54,1
32033,54,1
33034,54,1
34035,54,1
35036,54,1
36037,55,1
37038,55,1
38039,55,1
39040,55,1
40041,55,1
41042,56,0
42043,56,0
43044,56,0
44045,56,0
45046,56,0
46047,57,1
47048,57,1
48049,57,1
49050,57,1
50051,57,1
51052,58,1
52054,58,1
53055,58,1
54056,58,1
55057,58,1
56058,58,1
57059,59,1
58060,59,1
59061,59,1
60062,59,1
61063,59,0
62064,59,0
63065,60,0
64066,60,0
65067,60,0
66068,60,0
67069,60,0
68070,60,0
69071,61,0
70072,61,0
71073,61,0
72074,61,0
73075,61,0
74076,61,0
75077,61,0
76078,62,0
77079,62,0
78080,62,0
79081,62,0
80082,62,0
81083,62,0
82084,62,0
83085,62,0
84086,62,0
85087,62,0
86088,62,0
87089,62,0
88090,62,0
89091,62,0
90092,62,0
91094,62,0
92095,62,0
93096,62,0
94097,62,0
95098,62,0
96099,62,0
97100,62,0
98101,62,0
99102,62,0
100103,62,0
101104,62,0
102105,62,0
103106,62,0
104107,62,0
105108,62,0
106109,62,0
107110,62,0
108111,62,0
109112,62,0
110113,62,0
111114,62,0
112115,62,0
113116,62,0
114117,62,0
115118,62,0
116119,62,0
117120,61,0
118121,61,0
119122,61,0
120123,61,0
121124,61,0
122125,61,0
123126,61,0
124127,61,0
125128,61,0
126129,61,0
127130,61,0
128131,61,0
129132,61,0
130134,61,0
131135,61,0
132136,61,0
133137,61,0
134138,61,0
135139,61,0
136140,61,0
137141,61,0
138142,61,0
139143,61,0
140144,61,0
141145,61,0
142146,61,0
143147,61,0
144148,60,0
145149,60,0
146150,60,0
147151,60,0
148152,60,0
149153,60,0
150154,60,0
151155,60,0
152156,60,0
153157,60,0
154158,60,0
155159,60,0
156160,60,0
157161,60,0
158162,60,0
159163,60,0
160164,60,0
161165,60,0
162166,60,0
163167,60,0
164168,60,0
165169,60,0
166170,60,0
167171,60,0
168172,60,0
169174,59,0
170175,59,1
171176,59,1
172177,59,1
173178,59,1
174179,59,1
175180,59,1
176181,59,1
177182,59,1
178183,59,1
179184,59,1
180185,59,1
181186,59,1
182187,59,1
183188,59,1
184189,59,1
185190,59,0
186191,59,0
187192,59,0
188193,60,0
189194,60,0
190195,60,0
191196,60,0
192197,60,0
193198,60,0
194199,60,0
195200,61,0
196201,61,0
197202,61,0
198203,61,0
199204,61,0
200205,61,0
201206,61,0
202207,61,0
203208,61,0
204209,61,0
205210,61,0
206211,61,0
207212,61,0
208214,61,0
209215,61,0
210216,61,0
211217,61,0
212218,61,0
213219,61,0
214220,61,0
215221,61,0
216222,61,0
217223,61,0
218224,61,0
219225,61,0
220226,61,0
221227,61,0
222228,61,0
223229,61,0
224230,61,0
225231,61,0
226232,61,0
227233,61,0
228234,61,0
229235,61,0
230236,61,0
231237,61,0
232238,61,0
233239,61,0
234240,61,0
235241,60,0
236242,61,0
237243,61,0
238244,60,0
239245,60,0
240246,60,0
241247,60,0
242248,60,0
243249,60,0
244250,60,0
245251,60,0
246252,60,0
247254,60,0
248255,60,0
249256,60,0
250257,60,0
251258,60,0
252259,60,0
253260,60,0
254261,60,0
255262,60,0
256263,60,0
257264,60,0
258265,60,0
259266,60,0
260267,60,0
261268,60,0
262269,60,0
263270,60,0
264271,60,0
265272,60,0
266273,59,0
267274,59,1
268275,59,1
